GAP_DISTANCE_MINUS_BALL_DIAMETER = 50
Trial 3062: 10 bounces
Trial 3063: 3 bounces
Trial 3064: 0 bounces
Trial 3065: 7 bounces
Trial 3066: 0 bounces
Trial 3067: 5 bounces
Trial 3068: 20 bounces
Trial 3069: 4 bounces
Trial 3070: 24 bounces
Trial 3071: 17 bounces
Trial 3072: 3 bounces
Trial 3073: 14 bounces
Trial 3074: 18 bounces
Trial 3075: 31 bounces
Trial 3076: 24 bounces
Trial 3077: 10 bounces
Trial 3078: 48 bounces
Trial 3079: 5 bounces
Trial 3080: 31 bounces
Trial 3081: 35 bounces
Trial 3082: 1 bounces
Trial 3083: 2 bounces
Trial 3084: 28 bounces
Trial 3085: 11 bounces
Trial 3086: 56 bounces
Trial 3087: 0 bounces
Trial 3088: 28 bounces
Trial 3089: 15 bounces
Trial 3090: 35 bounces
Trial 3091: 6 bounces
Trial 3092: 14 bounces
Trial 3093: 7 bounces
Trial 3094: 24 bounces
Trial 3095: 0 bounces
Trial 3096: 46 bounces
Trial 3097: 22 bounces
Trial 3098: 89 bounces
Trial 3099: 10 bounces
Trial 3100: 5 bounces
Trial 3101: 22 bounces
Trial 3102: 25 bounces
Trial 3103: 45 bounces
Trial 3104: 0 bounces
Trial 3105: 2 bounces
Trial 3106: 8 bounces
Trial 3107: 9 bounces
Trial 3108: 22 bounces
Trial 3109: 22 bounces
Trial 3110: 48 bounces
Trial 3111: 60 bounces
Trial 3112: 5 bounces
Trial 3113: 31 bounces
Trial 3114: 12 bounces
Trial 3115: 9 bounces
Trial 3116: 3 bounces
Trial 3117: 4 bounces
Trial 3118: 9 bounces
Trial 3119: 17 bounces
Trial 3120: 32 bounces
Trial 3121: 0 bounces
Trial 3122: 56 bounces
Trial 3123: 12 bounces
Trial 3124: 2 bounces
Trial 3125: 16 bounces
Trial 3126: 0 bounces
Trial 3127: 15 bounces
Trial 3128: 23 bounces
Trial 3129: 16 bounces
Trial 3130: 4 bounces
Trial 3131: 27 bounces
Trial 3132: 21 bounces
Trial 3133: 26 bounces
Trial 3134: 25 bounces
Trial 3135: 33 bounces
Trial 3136: 2 bounces
Trial 3137: 16 bounces
Trial 3138: 9 bounces
Trial 3139: 16 bounces
Trial 3140: 28 bounces
Trial 3141: 14 bounces
Trial 3142: 7 bounces
Trial 3143: 20 bounces
Trial 3144: 38 bounces
Trial 3145: 48 bounces
Trial 3146: 20 bounces
Trial 3147: 4 bounces
Trial 3148: 11 bounces
Trial 3149: 27 bounces
Trial 3150: 1 bounces
Trial 3151: 54 bounces
Trial 3152: 0 bounces
Trial 3153: 22 bounces
Trial 3154: 5 bounces
Trial 3155: 25 bounces
Trial 3156: 4 bounces
Trial 3157: 32 bounces
Trial 3158: 3 bounces
Trial 3159: 12 bounces
Trial 3160: 35 bounces
Trial 3161: 23 bounces
Trial 3162: 29 bounces
Trial 3163: 15 bounces
Trial 3164: 7 bounces
Trial 3165: 21 bounces
Trial 3166: 12 bounces
Trial 3167: 12 bounces
Trial 3168: 12 bounces
Trial 3169: 42 bounces
Trial 3170: 6 bounces
Trial 3171: 9 bounces
Trial 3172: 20 bounces
Trial 3173: 2 bounces
Trial 3174: 13 bounces
Trial 3175: 21 bounces
Trial 3176: 15 bounces
Trial 3177: 3 bounces
Trial 3178: 22 bounces
Trial 3179: 20 bounces
Trial 3180: 5 bounces
Trial 3181: 5 bounces
Trial 3182: 0 bounces
Trial 3183: 6 bounces
Trial 3184: 12 bounces
Trial 3185: 5 bounces
Trial 3186: 0 bounces
Trial 3187: 22 bounces
Trial 3188: 0 bounces
Trial 3189: 12 bounces
Trial 3190: 0 bounces
Trial 3191: 8 bounces
Trial 3192: 21 bounces
Trial 3193: 10 bounces
Trial 3194: 6 bounces
Trial 3195: 19 bounces
Trial 3196: 13 bounces
Trial 3197: 9 bounces
Trial 3198: 72 bounces
Trial 3199: 12 bounces
Trial 3200: 0 bounces
Trial 3201: 5 bounces
Trial 3202: 12 bounces
Trial 3203: 24 bounces
Trial 3204: 16 bounces
Trial 3205: 0 bounces
Trial 3206: 14 bounces
Trial 3207: 9 bounces
Trial 3208: 28 bounces
Trial 3209: 9 bounces
Trial 3210: 66 bounces
Trial 3211: 35 bounces
Trial 3212: 6 bounces
Trial 3213: 5 bounces
Trial 3214: 29 bounces
Trial 3215: 8 bounces
Trial 3216: 5 bounces
Trial 3217: 1 bounces
Trial 3218: 4 bounces
Trial 3219: 21 bounces
Trial 3220: 2 bounces
Trial 3221: 32 bounces
Trial 3222: 13 bounces
Trial 3223: 17 bounces
Trial 3224: 41 bounces
Trial 3225: 6 bounces
Trial 3226: 2 bounces
Trial 3227: 3 bounces
Trial 3228: 7 bounces
Trial 3229: 4 bounces
Trial 3230: 2 bounces
Trial 3231: 12 bounces
Trial 3232: 32 bounces
Trial 3233: 4 bounces
Trial 3234: 10 bounces
Trial 3235: 11 bounces
Trial 3236: 3 bounces
Trial 3237: 6 bounces
Trial 3238: 3 bounces
Trial 3239: 24 bounces
Trial 3240: 17 bounces
Trial 3241: 18 bounces
Trial 3242: 5 bounces
Trial 3243: 26 bounces
Trial 3244: 19 bounces
Trial 3245: 24 bounces
Trial 3246: 11 bounces
Trial 3247: 0 bounces
Trial 3248: 14 bounces
Trial 3249: 15 bounces
Trial 3250: 17 bounces
Trial 3251: 16 bounces
Trial 3252: 4 bounces
Trial 3253: 6 bounces
Trial 3254: 0 bounces
Trial 3255: 12 bounces
Trial 3256: 44 bounces
Trial 3257: 0 bounces
Trial 3258: 9 bounces
Trial 3259: 1 bounces
Trial 3260: 10 bounces
Trial 3261: 7 bounces
Trial 3262: 2 bounces
Trial 3263: 6 bounces
Trial 3264: 36 bounces
Trial 3265: 19 bounces
Trial 3266: 2 bounces
Trial 3267: 13 bounces
Trial 3268: 0 bounces
Trial 3269: 1 bounces
Trial 3270: 9 bounces
Trial 3271: 16 bounces
Trial 3272: 0 bounces
Trial 3273: 6 bounces
Trial 3274: 34 bounces
Trial 3275: 47 bounces
Trial 3276: 9 bounces
Trial 3277: 59 bounces
Trial 3278: 9 bounces
Trial 3279: 20 bounces
Trial 3280: 57 bounces
Trial 3281: 45 bounces
Trial 3282: 25 bounces
Trial 3283: 18 bounces
Trial 3284: 27 bounces
Trial 3285: 5 bounces
Trial 3286: 2 bounces
Trial 3287: 4 bounces
Trial 3288: 15 bounces
Trial 3289: 37 bounces
Trial 3290: 20 bounces
Trial 3291: 5 bounces
Trial 3292: 13 bounces
Trial 3293: 11 bounces
Trial 3294: 18 bounces
Trial 3295: 15 bounces
Trial 3296: 42 bounces
Trial 3297: 0 bounces
Trial 3298: 29 bounces
Trial 3299: 9 bounces
Trial 3300: 7 bounces
Trial 3301: 31 bounces
Trial 3302: 4 bounces
Trial 3303: 6 bounces
Trial 3304: 15 bounces
Trial 3305: 28 bounces
Trial 3306: 37 bounces
Trial 3307: 3 bounces
Trial 3308: 14 bounces
Trial 3309: 12 bounces
Trial 3310: 2 bounces
Trial 3311: 8 bounces
Trial 3312: 11 bounces
Trial 3313: 20 bounces
Trial 3314: 9 bounces
Trial 3315: 16 bounces
Trial 3316: 8 bounces
Trial 3317: 10 bounces
Trial 3318: 21 bounces
Trial 3319: 14 bounces
Trial 3320: 20 bounces
Trial 3321: 27 bounces
Trial 3322: 0 bounces
Trial 3323: 12 bounces
Trial 3324: 96 bounces
Trial 3325: 7 bounces
Trial 3326: 7 bounces
Trial 3327: 20 bounces
Trial 3328: 2 bounces
Trial 3329: 25 bounces
Trial 3330: 20 bounces
Trial 3331: 3 bounces
Trial 3332: 27 bounces
Trial 3333: 7 bounces
Trial 3334: 21 bounces
Trial 3335: 0 bounces
Trial 3336: 8 bounces
Trial 3337: 7 bounces
Trial 3338: 17 bounces
Trial 3339: 3 bounces
Trial 3340: 0 bounces
Trial 3341: 0 bounces
Trial 3342: 21 bounces
Trial 3343: 8 bounces
Trial 3344: 7 bounces
Trial 3345: 8 bounces
Trial 3346: 19 bounces
Trial 3347: 0 bounces
Trial 3348: 6 bounces
Trial 3349: 2 bounces
Trial 3350: 38 bounces
Trial 3351: 3 bounces
Trial 3352: 29 bounces
Trial 3353: 7 bounces
Trial 3354: 36 bounces
Trial 3355: 52 bounces
Trial 3356: 0 bounces
Trial 3357: 2 bounces
Trial 3358: 0 bounces
Trial 3359: 36 bounces
Trial 3360: 6 bounces
Trial 3361: 15 bounces
Trial 3362: 11 bounces
Trial 3363: 10 bounces
Trial 3364: 0 bounces
Trial 3365: 44 bounces
Trial 3366: 35 bounces
Trial 3367: 4 bounces
Trial 3368: 9 bounces
Trial 3369: 7 bounces
Trial 3370: 6 bounces
Trial 3371: 2 bounces
Trial 3372: 22 bounces
Trial 3373: 6 bounces
Trial 3374: 25 bounces
Trial 3375: 3 bounces
Trial 3376: 17 bounces
Trial 3377: 4 bounces
Trial 3378: 3 bounces
Trial 3379: 8 bounces
Trial 3380: 47 bounces
Trial 3381: 21 bounces
Trial 3382: 0 bounces
Trial 3383: 20 bounces
Trial 3384: 5 bounces
Trial 3385: 17 bounces
Trial 3386: 13 bounces
Trial 3387: 9 bounces
Trial 3388: 16 bounces
Trial 3389: 47 bounces
Trial 3390: 10 bounces
Trial 3391: 26 bounces
Trial 3392: 6 bounces
Trial 3393: 8 bounces
Trial 3394: 14 bounces
Trial 3395: 36 bounces
Trial 3396: 1 bounces
Trial 3397: 5 bounces
Trial 3398: 7 bounces
Trial 3399: 16 bounces
Trial 3400: 4 bounces
Trial 3401: 0 bounces
Trial 3402: 9 bounces
Trial 3403: 31 bounces
Trial 3404: 6 bounces
Trial 3405: 4 bounces
Trial 3406: 20 bounces
Trial 3407: 62 bounces
Trial 3408: 6 bounces
Trial 3409: 17 bounces
Trial 3410: 10 bounces
Trial 3411: 0 bounces
Trial 3412: 18 bounces
Trial 3413: 30 bounces
Trial 3414: 7 bounces
Trial 3415: 28 bounces
Trial 3416: 24 bounces
Trial 3417: 13 bounces
Trial 3418: 0 bounces
Trial 3419: 4 bounces
Trial 3420: 4 bounces
Trial 3421: 34 bounces
Trial 3422: 9 bounces
Trial 3423: 2 bounces
Trial 3424: 10 bounces
Trial 3425: 26 bounces
Trial 3426: 6 bounces
Trial 3427: 4 bounces
Trial 3428: 15 bounces
Trial 3429: 5 bounces
Trial 3430: 9 bounces
Trial 3431: 5 bounces
Trial 3432: 35 bounces
Trial 3433: 18 bounces
Trial 3434: 37 bounces
Trial 3435: 0 bounces
Trial 3436: 5 bounces
Trial 3437: 6 bounces
Trial 3438: 2 bounces
Trial 3439: 56 bounces
Trial 3440: 14 bounces
Trial 3441: 26 bounces
Trial 3442: 22 bounces
Trial 3443: 27 bounces
Trial 3444: 9 bounces
Trial 3445: 46 bounces
Trial 3446: 89 bounces
Trial 3447: 8 bounces
Trial 3448: 0 bounces
Trial 3449: 2 bounces
Trial 3450: 13 bounces
Trial 3451: 22 bounces
Trial 3452: 22 bounces
Trial 3453: 38 bounces
Trial 3454: 12 bounces
Trial 3455: 19 bounces
Trial 3456: 49 bounces
Trial 3457: 0 bounces
Trial 3458: 35 bounces
Trial 3459: 2 bounces
Trial 3460: 15 bounces
Trial 3461: 14 bounces
Trial 3462: 72 bounces
Trial 3463: 8 bounces
Trial 3464: 27 bounces
Trial 3465: 3 bounces
Trial 3466: 4 bounces
Trial 3467: 3 bounces
Trial 3468: 7 bounces
Trial 3469: 33 bounces
Trial 3470: 54 bounces
Trial 3471: 24 bounces
Trial 3472: 15 bounces
Trial 3473: 20 bounces
Trial 3474: 4 bounces
Trial 3475: 17 bounces
Trial 3476: 8 bounces
Trial 3477: 45 bounces
Trial 3478: 18 bounces
Trial 3479: 19 bounces
Trial 3480: 21 bounces
Trial 3481: 19 bounces
Trial 3482: 2 bounces
Trial 3483: 37 bounces
Trial 3484: 16 bounces
Trial 3485: 9 bounces
Trial 3486: 12 bounces
Trial 3487: 12 bounces
Trial 3488: 20 bounces
Trial 3489: 4 bounces
Trial 3490: 13 bounces
Trial 3491: 9 bounces
Trial 3492: 17 bounces
Trial 3493: 28 bounces
Trial 3494: 0 bounces
Trial 3495: 16 bounces
Trial 3496: 1 bounces
Trial 3497: 2 bounces
Trial 3498: 8 bounces
Trial 3499: 35 bounces
Trial 3500: 26 bounces
Trial 3501: 49 bounces
Trial 3502: 9 bounces
Trial 3503: 6 bounces
Trial 3504: 13 bounces
Trial 3505: 12 bounces
Trial 3506: 1 bounces
Trial 3507: 11 bounces
Trial 3508: 8 bounces
Trial 3509: 0 bounces
Trial 3510: 5 bounces
Trial 3511: 14 bounces
Trial 3512: 3 bounces
Trial 3513: 16 bounces
Trial 3514: 0 bounces
Trial 3515: 0 bounces
Trial 3516: 13 bounces
Trial 3517: 7 bounces
Trial 3518: 5 bounces
Trial 3519: 11 bounces
Trial 3520: 25 bounces
Trial 3521: 29 bounces
Trial 3522: 6 bounces
Trial 3523: 14 bounces
Trial 3524: 21 bounces
Trial 3525: 12 bounces
Trial 3526: 12 bounces
Trial 3527: 43 bounces
Trial 3528: 19 bounces
Trial 3529: 3 bounces
Trial 3530: 12 bounces
Trial 3531: 3 bounces
Trial 3532: 17 bounces
Trial 3533: 4 bounces
Trial 3534: 13 bounces
Trial 3535: 1 bounces
Trial 3536: 17 bounces
Trial 3537: 16 bounces
Trial 3538: 2 bounces
Trial 3539: 4 bounces
Trial 3540: 3 bounces
Trial 3541: 23 bounces
Trial 3542: 87 bounces
Trial 3543: 8 bounces
Trial 3544: 0 bounces
Trial 3545: 12 bounces
Trial 3546: 14 bounces
Trial 3547: 36 bounces
Trial 3548: 18 bounces
Trial 3549: 7 bounces
Trial 3550: 7 bounces
Trial 3551: 6 bounces
Trial 3552: 0 bounces
Trial 3553: 29 bounces
Trial 3554: 30 bounces
Trial 3555: 0 bounces
Trial 3556: 21 bounces
Trial 3557: 0 bounces
Trial 3558: 6 bounces
Trial 3559: 11 bounces
Trial 3560: 4 bounces
Trial 3561: 12 bounces
Trial 3562: 16 bounces
Trial 3563: 63 bounces
Trial 3564: 9 bounces
Trial 3565: 8 bounces
Trial 3566: 10 bounces
Trial 3567: 13 bounces
Trial 3568: 0 bounces
Trial 3569: 30 bounces
Trial 3570: 10 bounces
Trial 3571: 0 bounces
Trial 3572: 12 bounces
Trial 3573: 2 bounces
Trial 3574: 3 bounces
Trial 3575: 3 bounces
Trial 3576: 0 bounces
Trial 3577: 5 bounces
Trial 3578: 10 bounces
Trial 3579: 34 bounces
Trial 3580: 0 bounces
Trial 3581: 12 bounces
Trial 3582: 2 bounces
Trial 3583: 10 bounces
Trial 3584: 11 bounces
Trial 3585: 21 bounces
Trial 3586: 14 bounces
Trial 3587: 18 bounces
Trial 3588: 12 bounces
Trial 3589: 7 bounces
Trial 3590: 6 bounces
Trial 3591: 14 bounces
Trial 3592: 8 bounces
Trial 3593: 16 bounces
Trial 3594: 6 bounces
Trial 3595: 26 bounces
Trial 3596: 0 bounces
Trial 3597: 8 bounces
Trial 3598: 3 bounces
Trial 3599: 13 bounces
Trial 3600: 13 bounces
Trial 3601: 7 bounces
Trial 3602: 13 bounces
Trial 3603: 5 bounces
Trial 3604: 27 bounces
Trial 3605: 3 bounces
Trial 3606: 16 bounces
Trial 3607: 3 bounces
Trial 3608: 23 bounces
Trial 3609: 5 bounces
Trial 3610: 46 bounces
Trial 3611: 14 bounces
Trial 3612: 9 bounces
Trial 3613: 61 bounces
Trial 3614: 42 bounces
Trial 3615: 3 bounces
Trial 3616: 15 bounces
Trial 3617: 5 bounces
Trial 3618: 94 bounces
Trial 3619: 18 bounces
Trial 3620: 43 bounces
Trial 3621: 7 bounces
Trial 3622: 9 bounces
Trial 3623: 10 bounces
Trial 3624: 11 bounces
Trial 3625: 7 bounces
Trial 3626: 5 bounces
Trial 3627: 0 bounces
Trial 3628: 8 bounces
Trial 3629: 0 bounces
Trial 3630: 16 bounces
Trial 3631: 31 bounces
Trial 3632: 1 bounces
Trial 3633: 6 bounces
Trial 3634: 4 bounces
Trial 3635: 12 bounces
Trial 3636: 20 bounces
Trial 3637: 17 bounces
Trial 3638: 5 bounces
Trial 3639: 7 bounces
Trial 3640: 5 bounces
Trial 3641: 3 bounces
Trial 3642: 29 bounces
Trial 3643: 7 bounces
Trial 3644: 21 bounces
Trial 3645: 5 bounces
Trial 3646: 23 bounces
Trial 3647: 31 bounces
Trial 3648: 20 bounces
Trial 3649: 2 bounces
Trial 3650: 23 bounces
Trial 3651: 2 bounces
Trial 3652: 18 bounces
Trial 3653: 5 bounces
Trial 3654: 6 bounces
Trial 3655: 11 bounces
Trial 3656: 5 bounces
Trial 3657: 23 bounces
Trial 3658: 5 bounces
Trial 3659: 28 bounces
Trial 3660: 0 bounces
Trial 3661: 3 bounces
Trial 3662: 8 bounces
Trial 3663: 6 bounces
Trial 3664: 0 bounces
Trial 3665: 0 bounces
Trial 3666: 4 bounces
Trial 3667: 0 bounces
Trial 3668: 5 bounces
Trial 3669: 8 bounces
Trial 3670: 15 bounces
Trial 3671: 0 bounces
Trial 3672: 3 bounces
Trial 3673: 6 bounces
Trial 3674: 10 bounces
Trial 3675: 13 bounces
Trial 3676: 19 bounces
Trial 3677: 12 bounces
Trial 3678: 11 bounces
Trial 3679: 34 bounces
Trial 3680: 27 bounces
Trial 3681: 0 bounces
Trial 3682: 12 bounces
Trial 3683: 21 bounces
Trial 3684: 7 bounces
Trial 3685: 36 bounces
Trial 3686: 22 bounces
Trial 3687: 28 bounces
Trial 3688: 16 bounces
Trial 3689: 16 bounces
Trial 3690: 10 bounces
Trial 3691: 6 bounces
Trial 3692: 2 bounces
Trial 3693: 25 bounces
Trial 3694: 24 bounces
Trial 3695: 9 bounces
Trial 3696: 6 bounces
Trial 3697: 10 bounces
Trial 3698: 15 bounces
Trial 3699: 2 bounces
Trial 3700: 19 bounces
Trial 3701: 26 bounces
Trial 3702: 3 bounces
Trial 3703: 0 bounces
Trial 3704: 28 bounces
Trial 3705: 82 bounces
Trial 3706: 13 bounces
Trial 3707: 43 bounces
Trial 3708: 2 bounces
Trial 3709: 58 bounces
Trial 3710: 8 bounces
Trial 3711: 3 bounces
Trial 3712: 41 bounces
Trial 3713: 21 bounces
Trial 3714: 10 bounces
Trial 3715: 13 bounces
Trial 3716: 7 bounces
Trial 3717: 13 bounces
Trial 3718: 7 bounces
Trial 3719: 26 bounces
Trial 3720: 11 bounces
Trial 3721: 8 bounces
Trial 3722: 13 bounces
Trial 3723: 0 bounces
Trial 3724: 3 bounces
Trial 3725: 14 bounces
Trial 3726: 15 bounces
Trial 3727: 0 bounces
Trial 3728: 20 bounces
Trial 3729: 8 bounces
Trial 3730: 18 bounces
Trial 3731: 33 bounces
Trial 3732: 25 bounces
Trial 3733: 6 bounces
Trial 3734: 10 bounces
Trial 3735: 36 bounces
Trial 3736: 11 bounces
Trial 3737: 0 bounces
Trial 3738: 5 bounces
Trial 3739: 24 bounces
Trial 3740: 2 bounces
Trial 3741: 18 bounces
Trial 3742: 12 bounces
Trial 3743: 19 bounces
Trial 3744: 10 bounces
Trial 3745: 4 bounces
Trial 3746: 5 bounces
Trial 3747: 13 bounces
Trial 3748: 5 bounces
Trial 3749: 48 bounces
Trial 3750: 4 bounces
Trial 3751: 49 bounces
Trial 3752: 3 bounces
Trial 3753: 0 bounces
Trial 3754: 11 bounces
Trial 3755: 7 bounces
Trial 3756: 31 bounces
Trial 3757: 8 bounces
Trial 3758: 5 bounces
Trial 3759: 14 bounces
Trial 3760: 0 bounces
Trial 3761: 18 bounces
Trial 3762: 13 bounces
Trial 3763: 22 bounces
Trial 3764: 9 bounces
Trial 3765: 14 bounces
Trial 3766: 7 bounces
Trial 3767: 16 bounces
Trial 3768: 30 bounces
Trial 3769: 10 bounces
Trial 3770: 34 bounces
Trial 3771: 3 bounces
Trial 3772: 5 bounces
Trial 3773: 8 bounces
Trial 3774: 12 bounces
Trial 3775: 21 bounces
Trial 3776: 6 bounces
Trial 3777: 5 bounces
Trial 3778: 11 bounces
Trial 3779: 14 bounces
Trial 3780: 5 bounces
Trial 3781: 24 bounces
Trial 3782: 2 bounces
Trial 3783: 3 bounces
Trial 3784: 19 bounces
Trial 3785: 5 bounces
Trial 3786: 10 bounces
Trial 3787: 15 bounces
Trial 3788: 43 bounces
Trial 3789: 7 bounces
Trial 3790: 8 bounces
Trial 3791: 5 bounces
Trial 3792: 6 bounces
Trial 3793: 8 bounces
Trial 3794: 8 bounces
Trial 3795: 4 bounces
Trial 3796: 26 bounces
Trial 3797: 1 bounces
Trial 3798: 64 bounces
Trial 3799: 12 bounces
Trial 3800: 11 bounces
Trial 3801: 18 bounces
Trial 3802: 11 bounces
Trial 3803: 15 bounces
Trial 3804: 5 bounces
Trial 3805: 1 bounces
Trial 3806: 17 bounces
Trial 3807: 7 bounces
Trial 3808: 47 bounces
Trial 3809: 0 bounces
Trial 3810: 11 bounces
Trial 3811: 0 bounces
Trial 3812: 15 bounces
Trial 3813: 1 bounces
Trial 3814: 22 bounces
Trial 3815: 6 bounces
Trial 3816: 8 bounces
Trial 3817: 7 bounces
Trial 3818: 22 bounces
Trial 3819: 24 bounces
Trial 3820: 4 bounces
Trial 3821: 16 bounces
Trial 3822: 0 bounces
Trial 3823: 11 bounces
Trial 3824: 51 bounces
Trial 3825: 52 bounces
Trial 3826: 5 bounces
Trial 3827: 0 bounces
Trial 3828: 17 bounces
Trial 3829: 16 bounces
Trial 3830: 22 bounces
Trial 3831: 27 bounces
Trial 3832: 11 bounces
Trial 3833: 0 bounces
Trial 3834: 4 bounces
Trial 3835: 21 bounces
Trial 3836: 6 bounces
Trial 3837: 45 bounces
Trial 3838: 2 bounces
Trial 3839: 6 bounces
Trial 3840: 12 bounces
Trial 3841: 50 bounces
Trial 3842: 15 bounces
Trial 3843: 18 bounces
Trial 3844: 5 bounces
Trial 3845: 0 bounces
Trial 3846: 1 bounces
Trial 3847: 24 bounces
Trial 3848: 16 bounces
Trial 3849: 106 bounces
Trial 3850: 16 bounces
Trial 3851: 31 bounces
Trial 3852: 29 bounces
Trial 3853: 0 bounces
Trial 3854: 22 bounces
Trial 3855: 10 bounces
Trial 3856: 6 bounces
Trial 3857: 14 bounces
Trial 3858: 9 bounces
Trial 3859: 23 bounces
Trial 3860: 25 bounces
Trial 3861: 53 bounces
Trial 3862: 1 bounces
Trial 3863: 2 bounces
Trial 3864: 11 bounces
Trial 3865: 23 bounces
Trial 3866: 42 bounces
Trial 3867: 19 bounces
Trial 3868: 31 bounces
Trial 3869: 13 bounces
Trial 3870: 2 bounces
Trial 3871: 5 bounces
Trial 3872: 9 bounces
Trial 3873: 61 bounces
Trial 3874: 12 bounces
Trial 3875: 15 bounces
Trial 3876: 5 bounces
Trial 3877: 6 bounces
Trial 3878: 10 bounces
Trial 3879: 9 bounces
Trial 3880: 12 bounces
Trial 3881: 53 bounces
Trial 3882: 9 bounces
Trial 3883: 4 bounces
Trial 3884: 26 bounces
Trial 3885: 3 bounces
Trial 3886: 10 bounces
Trial 3887: 4 bounces
Trial 3888: 2 bounces
Trial 3889: 6 bounces
Trial 3890: 3 bounces
Trial 3891: 94 bounces
Trial 3892: 12 bounces
Trial 3893: 9 bounces
Trial 3894: 45 bounces
Trial 3895: 37 bounces
Trial 3896: 10 bounces
Trial 3897: 12 bounces
Trial 3898: 13 bounces
Trial 3899: 0 bounces
Trial 3900: 5 bounces
Trial 3901: 0 bounces
Trial 3902: 15 bounces
Trial 3903: 22 bounces
Trial 3904: 12 bounces
Trial 3905: 16 bounces
Trial 3906: 29 bounces
Trial 3907: 7 bounces
Trial 3908: 17 bounces
Trial 3909: 41 bounces
Trial 3910: 26 bounces
Trial 3911: 2 bounces
Trial 3912: 14 bounces
Trial 3913: 13 bounces
Trial 3914: 35 bounces
Trial 3915: 7 bounces
Trial 3916: 0 bounces
Trial 3917: 3 bounces
Trial 3918: 15 bounces
Trial 3919: 5 bounces
Trial 3920: 17 bounces
Trial 3921: 18 bounces
Trial 3922: 12 bounces
Trial 3923: 16 bounces
Trial 3924: 11 bounces
Trial 3925: 18 bounces
Trial 3926: 14 bounces
Trial 3927: 24 bounces
Trial 3928: 19 bounces
Trial 3929: 38 bounces
Trial 3930: 8 bounces
Trial 3931: 5 bounces
Trial 3932: 3 bounces
Trial 3933: 54 bounces
Trial 3934: 6 bounces
Trial 3935: 14 bounces
Trial 3936: 20 bounces
Trial 3937: 25 bounces
Trial 3938: 3 bounces
Trial 3939: 23 bounces
Trial 3940: 27 bounces
Trial 3941: 0 bounces
Trial 3942: 27 bounces
Trial 3943: 6 bounces
Trial 3944: 9 bounces
Trial 3945: 29 bounces
Trial 3946: 35 bounces
Trial 3947: 17 bounces
Trial 3948: 9 bounces
Trial 3949: 1 bounces
Trial 3950: 9 bounces
Trial 3951: 5 bounces
Trial 3952: 11 bounces
Trial 3953: 26 bounces
Trial 3954: 6 bounces
Trial 3955: 17 bounces
Trial 3956: 7 bounces
Trial 3957: 17 bounces
Trial 3958: 35 bounces
Trial 3959: 32 bounces
Trial 3960: 2 bounces
Trial 3961: 10 bounces
Trial 3962: 10 bounces
Trial 3963: 62 bounces
Trial 3964: 0 bounces
Trial 3965: 15 bounces
Trial 3966: 0 bounces
Trial 3967: 27 bounces
Trial 3968: 12 bounces
Trial 3969: 12 bounces
Trial 3970: 13 bounces
Trial 3971: 11 bounces
Trial 3972: 3 bounces
Trial 3973: 5 bounces
Trial 3974: 7 bounces
Trial 3975: 23 bounces
Trial 3976: 6 bounces
Trial 3977: 4 bounces
Trial 3978: 40 bounces
Trial 3979: 11 bounces
Trial 3980: 40 bounces
Trial 3981: 30 bounces
Trial 3982: 20 bounces
Trial 3983: 1 bounces
Trial 3984: 22 bounces
Trial 3985: 11 bounces
Trial 3986: 13 bounces
Trial 3987: 16 bounces
Trial 3988: 1 bounces
Trial 3989: 19 bounces
Trial 3990: 21 bounces
Trial 3991: 30 bounces
Trial 3992: 10 bounces
Trial 3993: 10 bounces
Trial 3994: 39 bounces
Trial 3995: 27 bounces
Trial 3996: 28 bounces
Trial 3997: 14 bounces
Trial 3998: 13 bounces
Trial 3999: 10 bounces
Trial 4000: 33 bounces
Trial 4001: 4 bounces
Trial 4002: 8 bounces
Trial 4003: 0 bounces
Trial 4004: 5 bounces
Trial 4005: 29 bounces
Trial 4006: 0 bounces
Trial 4007: 0 bounces
Trial 4008: 2 bounces
Trial 4009: 24 bounces
Trial 4010: 12 bounces
Trial 4011: 46 bounces
Trial 4012: 9 bounces
Trial 4013: 44 bounces
Trial 4014: 6 bounces
Trial 4015: 21 bounces
Trial 4016: 2 bounces
Trial 4017: 2 bounces
Trial 4018: 5 bounces
Trial 4019: 0 bounces
Trial 4020: 14 bounces
Trial 4021: 20 bounces
Trial 4022: 5 bounces
Trial 4023: 11 bounces
Trial 4024: 47 bounces
Trial 4025: 7 bounces
Trial 4026: 14 bounces
Trial 4027: 17 bounces
Trial 4028: 8 bounces
Trial 4029: 20 bounces
Trial 4030: 11 bounces
Trial 4031: 0 bounces
Trial 4032: 3 bounces
Trial 4033: 12 bounces
Trial 4034: 10 bounces
Trial 4035: 20 bounces
Trial 4036: 6 bounces
Trial 4037: 2 bounces
Trial 4038: 34 bounces
Trial 4039: 21 bounces
Trial 4040: 1 bounces
Trial 4041: 23 bounces
Trial 4042: 36 bounces
Trial 4043: 25 bounces
Trial 4044: 7 bounces
Trial 4045: 2 bounces
Trial 4046: 1 bounces
Trial 4047: 40 bounces
Trial 4048: 66 bounces
Trial 4049: 1 bounces
Trial 4050: 43 bounces
Trial 4051: 62 bounces
Trial 4052: 5 bounces
Trial 4053: 0 bounces
Trial 4054: 8 bounces
Trial 4055: 26 bounces
Trial 4056: 97 bounces
Trial 4057: 2 bounces
Trial 4058: 58 bounces
